age,education-num,hours-per-week,marital-status,occupation
40,9,55,2,3
43,9,45,2,3
34,14,30,4,9
47,9,30,6,3
44,11,30,6,3
33,9,40,2,11
55,13,50,2,3
19,9,30,4,11
28,10,14,4,7
27,7,32,2,7
50,4,20,2,6
22,7,40,4,2
40,13,45,2,0
25,10,40,4,0
26,9,40,4,2
22,13,25,4,11
42,10,40,4,5
38,13,40,0,3
55,7,30,2,7
32,9,40,2,11
22,9,45,2,2
29,13,40,4,11
46,14,45,2,3
31,10,40,2,3
58,16,16,2,9
42,9,45,2,2
18,9,25,4,5
58,9,33,0,3
54,9,40,2,9
34,14,40,4,9
26,13,40,4,0
61,8,60,2,3
48,14,40,5,0
36,10,45,2,3
24,11,45,2,6
40,10,37,2,6
33,9,50,2,11
37,10,40,2,6
34,14,40,4,3
56,10,40,2,3
37,13,55,6,3
44,9,40,0,11
54,9,45,0,5
23,9,50,4,6
34,13,40,3,4
22,9,45,4,7
33,13,40,2,3
39,13,50,5,9
47,10,37,0,0
26,9,55,4,9
31,10,40,0,3
44,10,45,4,13
42,15,50,2,9
19,9,40,4,6
27,9,40,2,5
51,10,40,2,10
28,13,50,2,3
57,13,45,0,2
45,13,40,0,9
50,11,40,2,9
34,13,54,2,11
45,4,40,2,2
73,9,20,2,3
34,13,50,2,9
31,10,55,2,11
19,7,12,4,11
25,10,50,4,7
38,11,40,0,2
39,13,40,2,13
23,13,32,4,12
49,9,40,2,6
33,9,32,4,7
21,3,38,4,6
31,11,40,5,2
23,13,45,4,3
34,13,40,2,0
25,9,40,4,6
39,9,40,4,2
52,9,40,2,11
63,5,40,2,13
41,10,40,2,2
46,13,38,2,9
53,9,40,2,3
18,8,40,4,8
38,15,50,2,9
55,14,50,4,3
34,9,40,2,12
80,9,30,2,7
34,11,60,0,12
52,10,40,2,12
42,9,28,4,7
26,10,40,4,11
31,9,40,2,13
25,9,35,4,7
55,9,60,2,2
19,10,12,4,7
62,10,32,2,13
22,10,20,4,0
35,9,40,2,5
28,9,40,2,11
47,9,70,2,13
44,9,40,2,6
21,10,15,4,11
35,11,50,4,2
24,13,40,2,9
42,13,40,4,9
28,13,50,4,12
21,10,35,4,6
62,10,40,0,12
39,9,40,4,7
30,9,40,4,7
72,15,20,4,9
50,10,50,2,3
28,14,40,4,9
29,10,40,4,9
27,14,40,4,3
29,10,40,2,5
29,6,25,2,2
31,7,20,2,11
25,9,75,2,3
58,6,40,2,13
64,10,40,2,3
46,14,38,4,3
19,9,35,4,7
42,9,52,0,7
18,7,24,4,5
58,13,50,2,2
20,10,60,4,10
35,9,40,2,2
32,9,38,2,5
23,9,25,4,5
31,10,40,0,12
33,13,55,2,11
41,10,48,4,6
22,9,40,4,6
46,10,40,2,10
61,10,40,2,13
30,9,40,4,3
42,9,55,2,3
63,6,40,2,5
26,10,40,2,11
42,6,40,0,0
23,10,40,2,7
30,5,32,2,7
23,9,40,4,11
34,11,60,4,4
30,9,48,2,6
39,10,40,2,2
30,7,38,4,5
38,10,38,0,0
20,10,16,4,5
37,13,40,4,9
33,9,40,2,0
24,13,40,4,0
42,13,60,2,3
51,9,84,2,11
56,12,45,2,12
22,10,40,4,5
52,10,60,2,4
44,13,45,0,3
34,9,35,2,0
51,10,42,0,2
19,10,25,4,11
37,13,40,2,3
68,9,40,2,6
22,10,40,0,10
56,13,40,2,3
37,9,40,2,2
52,2,40,2,6
26,9,40,5,5
33,14,50,2,9
45,14,42,0,9
18,7,15,4,7
43,10,60,2,4
64,16,50,2,9
18,9,20,4,5
57,9,40,2,2
41,9,42,0,0
34,14,50,2,3
19,9,40,4,11
44,5,55,0,7
56,6,40,6,7
36,9,80,2,4
48,13,48,0,3
29,9,40,2,13
33,13,40,4,2
31,3,40,2,7
39,14,45,2,9
66,9,40,2,3
27,13,50,4,9
39,9,40,0,3
59,4,50,2,2
26,9,40,4,7
31,11,40,0,2
23,9,30,4,5
36,9,40,0,0
34,10,12,2,7
32,9,84,2,13
37,13,50,2,9
33,13,45,4,11
50,15,80,2,9
32,12,40,4,10
35,13,40,4,0
37,7,40,2,2
44,10,60,0,2
57,10,25,0,5
29,10,40,2,3
55,9,50,2,2
43,15,25,2,9
43,10,70,2,11
45,10,60,2,11
33,14,8,2,9
26,6,40,0,7
23,10,68,2,11
41,4,40,5,2
24,9,40,2,2
47,13,44,2,11
34,9,45,4,2
40,9,40,2,3
28,13,40,2,9
24,9,40,4,3
23,9,15,4,2
43,9,40,2,3
26,13,40,0,12
58,16,35,1,3
52,9,35,6,0
29,7,99,2,13
47,7,35,2,7
49,9,37,0,0
40,7,40,6,0
62,9,40,2,0
49,9,55,2,3
50,13,50,0,9
31,9,40,4,13
48,14,50,4,9
37,9,60,5,6
45,13,45,2,3
36,14,45,2,3
45,13,40,2,3
41,13,40,4,11
26,12,20,4,12
17,7,25,4,11
27,9,36,2,7
43,9,65,2,6
35,9,55,4,13
38,13,40,0,0
26,9,40,4,6
28,10,40,4,3
38,13,24,2,9
36,7,40,0,13
19,9,70,4,5
42,6,40,2,0
50,6,40,2,13
30,9,30,2,5
37,10,40,2,9
54,15,40,2,9
52,13,40,4,3
65,2,40,2,5
33,9,40,0,2
25,10,40,4,12
24,13,45,4,11
26,11,40,5,0
39,9,40,5,0
59,9,40,0,7
29,10,40,4,0
47,7,45,4,7
64,9,50,2,13
21,9,20,4,7
32,10,40,2,0
26,9,37,4,3
62,14,40,2,9
32,13,55,2,2
45,9,60,2,3
31,13,50,2,3
32,9,40,2,0
24,13,40,2,11
25,13,40,4,11
41,9,60,2,3
18,10,20,4,11
44,16,55,2,9
40,10,50,2,3
27,13,40,4,9
23,13,40,4,0
37,9,40,2,13
65,9,48,2,4
43,14,40,2,9
45,9,44,4,0
24,13,40,4,3
24,10,42,4,6
19,10,35,4,10
37,13,65,2,9
24,9,35,4,0
34,10,40,2,6
50,9,39,2,7
36,9,40,2,2
39,13,60,2,11
44,4,38,2,2
45,9,40,2,7
32,7,40,4,10
47,14,40,2,3
50,9,40,2,6
32,11,40,2,7
19,9,40,4,5
28,14,10,0,9
28,9,50,0,11
39,14,40,4,9
21,10,40,4,7
73,10,75,6,4
39,4,40,2,7
25,10,40,4,6
31,10,20,1,11
51,10,32,0,11
39,13,28,2,0
31,13,40,0,5
21,10,17,4,11
46,13,50,0,3
73,9,35,0,3
41,9,40,0,2
20,9,40,4,13
27,12,30,4,7
24,13,35,4,9
20,10,40,2,2
39,11,40,4,6
27,13,28,4,5
33,7,60,2,11
36,5,40,2,2
55,10,36,2,3
19,10,40,4,6
35,9,60,4,3
34,3,40,4,6
62,15,35,0,9
33,10,40,2,2
39,5,55,2,2
36,10,40,2,12
41,13,33,0,0
39,9,60,2,2
18,9,10,4,0
61,10,45,2,3
20,11,36,4,0
35,9,65,2,13
27,9,40,4,6
66,6,38,6,7
21,9,40,4,13
20,10,18,4,7
34,10,40,0,0
63,3,50,4,8
31,9,40,5,12
41,16,60,2,9
64,2,45,2,4
32,13,40,4,3
30,9,50,2,13
36,13,72,2,4
22,10,12,4,4
53,10,50,2,3
50,9,40,6,0
36,13,40,2,3
41,7,40,2,3
55,13,35,4,3
38,13,50,2,11
28,13,50,4,3
24,13,37,4,9
60,10,40,0,0
54,6,40,2,7
30,14,30,2,9
54,9,45,6,13
44,10,40,2,2
52,9,60,2,13
18,7,20,4,7
55,4,50,2,13
35,13,50,2,9
37,13,40,0,3
22,10,40,4,0
38,13,60,2,4
48,13,40,2,9
35,11,40,2,7
21,11,50,2,2
37,9,60,2,2
18,7,25,4,11
26,6,35,0,6
48,13,50,2,2
51,10,40,5,0
52,10,40,2,2
32,13,40,2,4
39,13,60,2,7
51,13,40,2,9
54,13,50,2,11
21,10,25,4,9
43,9,40,5,0
32,10,40,4,0
31,14,35,2,9
26,10,60,4,0
35,9,40,4,2
73,3,54,2,3
58,11,65,2,4
32,9,37,5,7
41,14,30,4,11
53,9,48,2,2
49,9,35,5,0
55,13,40,2,9
29,10,50,2,0
28,11,80,2,4
44,9,45,2,2
41,14,45,2,3
26,11,45,2,11
23,9,40,2,11
37,13,40,2,9
23,13,50,4,9
33,10,40,4,7
44,9,40,4,2
21,10,30,4,10
36,7,40,2,3
44,13,40,2,0
23,9,40,4,7
32,3,40,4,7
31,10,40,2,5
50,9,35,5,3
18,10,20,4,0
49,13,50,2,3
38,9,28,5,6
50,10,55,2,11
51,10,55,2,2
22,10,35,4,6
54,9,40,2,6
37,9,40,4,13
31,13,60,6,0
67,13,40,2,3
21,10,40,4,3
30,9,40,4,0
32,10,50,2,10
36,11,40,4,2
33,13,40,4,0
37,9,56,2,2
29,15,48,2,9
51,4,40,2,9
39,9,40,2,6
18,9,30,4,7
52,8,40,2,6
31,10,40,2,4
45,13,53,2,3
38,10,38,2,6
21,12,35,4,11
33,9,40,5,5
39,10,40,0,2
31,9,40,2,6
43,13,50,2,3
33,13,45,2,3
49,9,60,2,4
41,9,40,2,6
55,10,40,0,6
52,10,37,0,0
42,13,40,0,9
24,10,30,4,0
42,9,52,3,0
41,13,40,2,3
35,9,40,2,6
54,14,42,0,3
24,3,40,4,5
57,13,40,2,3
58,14,40,2,3
32,9,40,4,7
22,9,25,4,11
20,9,25,0,7
51,9,40,0,9
26,9,20,4,0
33,7,40,2,2
19,6,40,4,11
50,9,20,2,7
51,13,40,2,13
35,14,50,2,3
46,9,55,0,2
37,9,45,0,11
45,10,20,2,0
63,5,32,2,5
53,9,10,4,7
24,9,40,4,0
43,12,32,4,9
47,9,40,2,6
41,9,40,4,3
27,9,40,0,6
35,9,75,2,3
19,10,24,4,0
47,10,35,5,7
25,13,40,4,0
59,15,40,2,3
28,6,40,4,6
17,6,20,4,11
21,10,50,4,3
31,9,40,0,11
49,9,40,0,5
48,14,50,2,9
60,16,20,0,11
33,8,40,4,13
40,9,40,2,2
42,10,52,2,2
34,9,40,2,13
38,11,52,0,0
58,10,70,2,3
52,10,55,5,11
22,10,40,2,10
24,13,35,2,4
39,9,40,0,6
41,14,55,2,3
56,5,40,2,2
21,9,40,4,7
29,9,25,0,11
45,11,10,0,7
44,10,80,2,10
54,14,45,2,9
24,10,40,4,2
40,13,50,2,3
43,13,60,4,9
41,7,40,0,7
32,11,40,0,0
31,13,25,2,0
26,9,40,0,0
50,13,40,2,2
62,11,40,2,3
24,9,45,2,7
58,13,65,0,3
44,8,40,0,7
37,10,50,2,13
65,4,40,4,4
33,9,40,2,2
56,14,60,2,9
35,14,48,2,3
33,13,40,4,9
35,13,48,2,12
47,10,60,3,3
35,5,96,2,2
56,10,40,0,11
29,14,40,4,9
53,15,50,2,9
42,11,25,5,11
24,13,50,4,12
33,9,40,2,6
42,6,45,2,11
38,10,50,2,10
32,9,40,4,6
20,4,20,4,2
32,9,50,2,2
28,10,40,2,10
51,9,55,2,2
41,9,30,4,7
37,12,50,3,7
23,9,40,2,7
47,6,40,2,6
46,9,50,2,3
24,13,40,4,11
40,9,28,0,6
30,9,60,2,6
41,15,52,6,9
37,13,45,2,0
49,9,40,2,13
41,13,50,2,3
52,11,35,2,3
23,10,50,4,11
34,9,40,0,2
31,9,33,0,9
53,13,40,0,0
62,9,50,2,3
35,13,55,4,3
30,13,40,4,9
48,9,40,2,0
36,13,40,4,9
32,7,33,0,7
22,10,28,4,8
19,9,40,4,9
26,9,40,4,0
56,10,35,2,3
45,4,21,6,7
23,10,40,4,0
31,9,40,5,5
30,7,8,4,11
42,9,35,2,5
27,15,60,2,9
37,13,50,2,3
31,9,60,4,6
33,13,40,5,9
64,1,40,2,5
32,9,40,0,7
37,10,40,2,2
25,7,40,2,13
49,9,40,2,0
67,10,15,2,5
54,9,40,2,5
45,16,40,4,9
30,10,40,4,2
39,9,40,2,10
57,6,20,0,7
57,6,40,4,7
23,9,40,2,4
49,9,40,2,7
46,13,10,2,9
41,13,43,4,12
44,11,45,2,12
25,13,30,4,7
34,13,45,2,2
24,13,25,4,11
32,13,45,4,3
27,9,50,2,12
67,8,40,2,6
40,10,48,0,3
24,9,40,2,13
46,13,40,2,11
44,9,38,0,0
23,10,40,2,2
46,15,90,4,9
31,11,40,4,12
21,10,40,2,10
61,9,40,2,2
71,9,15,2,4
42,13,40,2,3
21,10,16,4,7
21,1,25,4,4
28,13,60,0,9
27,12,37,4,9
32,10,25,4,7
47,9,40,0,5
22,12,35,4,3
56,9,40,2,12
20,9,40,2,7
30,10,40,4,11
22,10,25,4,7
28,11,45,2,2
50,14,55,2,3
66,9,10,2,6
38,10,46,4,7
62,8,30,2,3
36,14,40,0,12
47,6,35,2,2
25,9,40,4,12
26,10,40,2,13
37,7,40,2,4
70,4,8,2,2
52,7,40,2,13
70,5,18,2,3
19,9,40,4,10
23,7,3,4,2
37,13,16,2,9
37,7,40,5,11
45,10,40,0,9
29,13,50,2,3
56,13,20,2,3
50,14,40,2,12
20,9,30,4,0
41,15,60,2,9
21,9,40,4,5
48,3,50,2,2
22,10,40,4,7
37,12,35,2,7
47,10,30,2,2
61,13,40,0,11
47,14,40,2,9
37,9,25,2,2
46,11,40,5,0
42,9,48,2,11
41,9,40,0,0
33,5,40,2,7
27,12,40,4,12
40,13,39,2,3
56,6,40,2,6
35,16,55,2,9
24,11,40,4,2
73,10,1,2,9
36,10,50,4,11
31,13,50,2,2
36,9,40,4,5
37,9,40,2,11
26,13,55,4,9
20,9,40,4,10
58,13,40,2,9
45,13,40,2,9
31,13,40,4,12
44,15,60,2,9
19,10,30,4,9
54,9,50,2,12
31,14,40,2,9
27,9,35,2,2
36,10,40,2,11
47,10,40,0,0
35,13,45,2,3
42,2,55,2,0
45,13,40,0,3
70,9,40,2,2
27,8,44,4,7
36,9,60,2,9
23,9,40,3,6
25,13,50,4,3
45,10,45,2,2
24,9,30,4,5
90,12,50,2,11
50,9,44,2,6
37,9,99,2,2
31,10,40,4,0
17,7,40,4,4
26,10,38,4,0
50,9,60,2,3
45,9,80,2,13
54,10,55,2,11
54,9,40,2,2
38,9,40,4,6
22,9,38,2,11
43,9,40,2,6
30,13,40,2,12
42,9,40,5,2
48,10,40,2,6
56,10,35,2,13
21,10,36,4,0
45,13,40,2,2
37,15,40,2,3
38,13,30,2,9
34,10,50,2,11
29,9,40,0,10
24,9,40,2,6
35,12,55,4,6
39,6,70,2,13
73,4,12,2,4
57,11,40,4,7
35,13,50,2,11
60,9,32,2,5
53,13,40,2,2
23,10,40,4,3
57,10,48,2,3
27,6,48,4,11
25,9,40,4,3
38,9,40,2,2
48,10,60,2,11
24,9,45,4,0
67,10,40,2,11
20,9,35,4,7
38,16,40,2,9
54,4,40,2,2
20,10,40,4,4
57,6,55,5,3
34,13,44,4,3
34,9,49,5,2
80,9,16,3,6
40,9,40,2,6
19,7,35,4,5
35,10,56,2,10
21,9,40,4,11
59,7,40,2,7
53,10,40,2,13
41,11,40,2,7
59,9,55,2,13
52,2,40,0,4
48,3,40,2,5
24,8,40,4,6
49,15,40,2,11
19,9,50,4,0
50,9,40,0,7
39,12,60,2,2
25,9,40,2,7
66,4,40,0,7
30,10,40,4,3
49,14,80,2,3
40,10,45,2,2
38,6,40,2,7
25,7,40,2,2
51,9,37,0,3
60,5,67,2,3
44,9,60,0,11
53,15,60,0,9
66,13,20,2,9
44,11,40,0,6
38,9,40,2,6
30,13,40,2,0
36,9,42,4,6
38,10,40,2,0
31,13,45,4,3
26,7,35,4,13
23,10,25,4,7
58,13,40,2,0
44,13,40,2,3
59,15,40,2,9
36,10,40,2,3
42,10,52,0,7
17,7,20,4,11
59,6,15,6,9
22,10,40,4,4
40,13,45,2,11
49,9,25,2,0
38,9,25,5,3
48,9,40,2,2
33,12,46,2,11
34,11,40,6,3
58,9,40,6,7
52,6,40,0,13
45,10,47,2,9
37,4,40,5,7
48,9,40,2,6
40,13,40,2,2
29,13,45,2,11
33,11,10,2,12
48,9,48,2,12
31,10,35,0,6
41,10,50,2,2
29,13,40,4,9
20,10,40,4,2
53,13,40,2,3
37,9,40,0,11
28,13,35,2,7
27,13,40,4,11
25,11,56,2,12
63,10,38,2,9
65,10,18,2,11
77,9,40,6,0
67,9,40,6,0
35,9,40,2,7
24,14,40,4,9
53,16,50,2,9
37,14,40,0,9
44,10,40,5,12
47,11,60,2,3
62,6,40,2,5
39,12,60,0,9
32,10,40,0,9
30,9,65,2,3
47,14,50,2,3
40,6,40,0,2
38,9,40,2,3
41,14,40,2,9
21,10,20,4,11
32,12,48,2,9
54,4,50,4,2
31,1,25,4,5
42,11,40,0,9
23,6,40,4,5
18,9,33,4,11
37,10,50,4,11
53,12,40,0,0
50,9,84,2,9
64,9,40,6,0
55,14,60,2,9
63,13,40,2,11
53,10,45,0,0
18,7,40,4,0
62,7,40,6,5
56,14,48,2,9
58,14,43,2,0
33,6,38,5,11
58,9,45,2,13
44,13,50,2,2
81,4,40,6,6
28,9,35,4,2
28,9,40,4,0
43,13,45,2,2
51,9,40,2,0
23,10,52,4,9
48,9,45,5,7
45,13,48,2,3
48,6,70,2,13
37,9,16,0,7
34,14,50,2,0
63,10,60,2,11
38,4,40,2,2
29,9,40,4,12
33,5,40,2,6
47,3,40,5,7
30,5,30,0,4
35,10,40,2,3
54,13,40,2,11
26,14,50,4,3
39,9,54,4,2
34,9,40,5,7
55,13,40,2,6
33,11,76,2,4
17,4,36,4,7
27,6,38,4,7
53,5,41,2,5
43,10,40,4,0
22,9,40,4,3
52,13,50,0,12
60,4,40,2,2
55,13,65,2,11
39,9,40,2,12
29,13,40,2,3
41,9,50,2,13
61,9,40,6,13
71,6,40,2,0
20,10,35,4,6
52,9,40,2,0
40,10,40,2,2
31,15,99,2,9
42,13,50,2,3
63,9,21,2,11
53,7,45,2,2
34,6,40,2,2
48,10,40,5,2
49,9,24,0,7
28,13,55,4,9
27,9,40,2,13
49,3,20,3,6
34,4,30,4,8
27,13,35,4,2
38,10,36,2,2
29,10,48,4,5
39,9,40,0,11
50,14,40,2,2
42,9,42,2,2
44,14,40,4,3
58,9,40,0,11
25,10,50,4,0
23,10,35,4,7
20,10,40,4,11
46,10,45,2,11
21,9,35,4,11
63,6,40,5,7
38,12,40,2,2
27,10,55,2,13
41,14,50,2,7
39,13,40,0,3
56,15,45,2,9
44,16,60,2,9
24,10,40,4,13
49,12,40,0,0
38,11,70,2,7
36,9,35,0,11
27,16,20,3,12
50,9,40,0,0
46,10,52,4,6
41,13,10,5,9
46,8,40,2,2
44,15,50,2,9
35,10,50,0,12
44,12,45,0,3
51,9,50,2,11
74,4,35,6,7
32,9,35,4,0
22,10,30,4,0
47,9,40,0,3
32,8,40,4,13
64,10,25,6,3
44,14,25,0,9
59,13,40,6,3
34,9,35,2,7
54,13,40,0,9
33,10,30,0,7
44,2,60,2,13
31,10,40,2,0
30,9,40,2,0
18,7,17,4,5
56,15,55,2,9
51,7,40,0,6
24,13,20,4,9
39,9,40,4,5
42,14,45,4,9
51,14,39,5,9
20,10,24,4,11
49,6,40,4,6
31,15,50,2,9
41,10,40,4,11
35,9,60,2,3
35,11,42,2,2
46,14,8,0,3
35,9,60,0,6
21,10,20,4,12
45,8,40,0,2
37,12,40,2,2
45,12,40,0,3
18,6,24,4,7
53,10,45,2,9
24,13,40,4,9
35,9,40,2,0
28,9,40,2,7
50,9,56,2,11
38,9,50,0,0
53,10,32,2,13
46,12,45,2,11
50,10,45,0,11
45,10,40,5,7
29,11,23,4,11
41,13,40,2,2
29,10,56,2,2
53,10,45,2,3
24,9,40,4,7
35,9,40,2,13
25,10,30,4,5
43,11,56,2,10
38,6,45,3,7
64,4,35,5,8
48,9,35,2,5
27,9,50,2,9
45,13,40,2,11
41,14,38,6,9
42,5,40,0,7
29,13,50,4,11
29,9,49,3,13
71,13,30,2,9
29,6,40,5,3
23,13,16,4,0
28,13,2,4,11
47,13,40,2,9
35,8,40,2,4
42,13,45,2,0
33,9,40,3,0
30,14,40,4,3
46,10,35,2,9
42,9,40,2,13
28,14,58,4,3
36,9,40,2,0
39,9,40,4,0
27,9,40,4,12
57,9,38,2,0
50,9,12,0,8
63,10,40,2,3
44,10,50,0,11
38,6,40,2,2
20,10,25,4,0
24,9,40,4,6
26,10,40,4,13
42,10,70,2,4
45,10,45,0,0
37,2,40,2,4
36,10,40,2,2
19,5,50,4,7
22,12,40,4,0
65,9,40,6,0
36,9,30,2,11
22,9,40,4,0
28,11,50,2,2
30,13,40,2,3
47,10,55,2,3
29,10,40,4,3
36,9,40,2,6
30,13,40,0,11
52,14,60,2,3
62,9,40,0,3
42,14,55,2,2
33,9,40,2,13
17,7,26,4,11
54,9,40,4,0
41,9,40,4,6
45,14,45,0,9
37,10,15,4,9
21,9,34,4,5
29,13,40,0,12
18,9,40,4,0
62,9,40,2,10
19,10,20,4,2
62,4,35,6,6
58,13,40,0,9
34,10,50,2,0
62,7,50,4,6
23,10,12,2,0
37,13,50,3,3
42,12,46,4,0
21,7,40,4,7
41,13,40,0,3
27,7,40,4,5
40,9,45,2,6
62,4,40,2,2
29,10,40,4,7
33,14,50,2,3
53,9,40,0,6
64,11,40,0,12
60,10,48,2,2
47,7,40,4,5
45,14,40,2,3
33,11,40,2,12
29,13,45,2,9
57,4,40,2,2
26,13,40,4,9
63,3,25,2,11
42,12,40,0,9
38,13,50,2,12
34,6,40,4,4
35,4,40,2,2
38,13,8,2,11
52,10,40,2,9
32,10,40,2,2
67,16,60,0,3
26,14,40,4,9
58,14,60,2,3
48,11,40,2,0
25,13,40,4,9
25,13,48,4,9
25,10,50,4,5
18,9,12,4,5
45,7,50,2,2
34,9,40,4,2
68,13,40,2,11
37,10,50,4,3
21,10,15,4,3
49,10,40,2,9
39,14,50,4,9
41,16,40,2,3
29,10,40,2,7
54,13,40,2,9
32,13,45,4,11
18,7,30,4,7
30,10,40,2,0
23,9,40,4,0
36,9,50,2,6
34,10,45,2,9
39,11,60,2,4
26,6,40,4,5
78,10,40,2,2
51,10,40,2,0
33,10,50,2,10
34,13,40,2,9
33,15,50,2,9
28,14,60,2,11
55,5,4,2,5
30,11,45,4,6
45,9,40,3,2
46,11,40,2,2
17,7,7,4,0
40,7,40,2,6
44,14,50,0,9
56,9,40,2,11
69,12,40,2,11
41,2,40,2,13
47,7,40,0,7
33,7,40,2,13
25,13,20,4,9
42,4,35,6,5
24,11,40,4,9
48,13,40,6,9
82,4,40,6,3
36,9,40,2,11
34,15,40,4,9
28,9,40,2,13
65,10,40,2,3
66,10,60,2,13
40,10,30,4,2
66,10,40,2,11
37,3,40,2,6
34,13,40,2,11
41,14,20,6,9
20,9,45,4,13
59,14,10,2,9
45,11,40,2,9
28,9,48,2,2
43,13,35,5,0
18,10,15,4,7
55,16,60,2,9
47,13,40,2,2
45,12,40,4,3
61,9,40,0,7
23,6,40,4,2
44,14,40,5,9
45,9,50,2,3
40,13,40,2,10
33,10,60,4,3
31,11,40,4,2
38,12,40,4,9
62,6,35,0,11
40,9,40,4,5
61,9,40,0,0
42,14,40,2,0
32,13,45,2,9
52,9,40,0,13
34,9,40,2,9
37,12,50,4,3
30,13,45,4,3
27,11,40,2,2
25,9,35,4,11
32,10,50,2,13
47,13,60,0,3
43,10,38,4,0
50,14,36,2,9
42,12,40,5,9
31,7,30,4,2
43,9,30,2,13
37,9,17,4,7
58,13,40,0,0
32,10,38,0,11
35,14,38,4,9
40,10,60,2,4
39,9,45,2,7
51,14,55,2,11
27,10,40,0,11
69,9,30,6,0
74,11,40,6,8
36,12,43,2,3
48,3,40,2,13
38,10,40,2,9
68,5,24,2,2
40,15,40,4,9
23,5,40,2,6
48,9,40,0,3
55,9,51,6,2
22,10,17,4,0
49,9,40,2,2
51,9,40,6,11
67,9,24,2,9
59,14,15,2,13
66,9,25,6,8
28,11,60,4,3
33,10,50,2,4
44,13,55,4,9
39,13,42,2,2
46,9,38,0,3
19,1,36,4,4
44,10,50,2,2
24,9,40,4,11
48,9,42,4,7
27,9,50,2,5
44,10,35,0,9
30,9,35,4,0
32,13,40,2,9
49,14,78,2,10
37,1,30,2,11
24,13,60,4,3
19,10,20,4,0
20,10,10,4,0
25,12,45,4,3
29,10,40,0,6
43,10,40,2,3
35,12,40,2,12
47,10,48,2,10
53,9,40,2,2
27,9,40,2,4
32,9,40,4,0
55,4,80,2,11
41,6,70,2,13
49,16,63,0,9
62,13,28,2,11
44,9,72,2,2
69,13,40,2,3
36,9,25,2,2
58,9,60,2,11
32,9,40,2,2
27,10,35,0,11
58,13,40,2,11
48,11,10,0,12
22,6,40,4,6
47,13,60,2,11
23,3,40,4,5
40,11,36,4,9
35,11,40,2,0
41,10,40,2,11
27,9,35,4,6
58,14,50,2,3
38,10,40,0,0
40,13,40,0,0
29,9,55,5,8
28,11,40,4,3
35,10,40,4,0
18,8,40,4,6
25,10,40,4,11
65,9,22,6,0
19,7,15,4,0
37,5,25,5,7
22,9,40,4,7
70,13,40,2,0
21,10,32,4,7
21,10,40,4,6
46,9,40,2,0
33,16,50,2,9
52,11,40,2,11
60,10,40,6,4
57,4,40,0,3
35,13,40,2,2
37,13,55,2,9
45,9,40,2,10
48,14,40,4,3
22,7,42,2,6
45,9,40,0,13
32,9,40,0,13
35,13,40,4,9
22,13,40,4,9
